timestamp,image_name,vel_left,vel_right
1775043849.2143693,1775043849.214369.jpg,0.24516654014587402,0.19741439819335938
1775043849.5135539,1775043849.513554.jpg,0.23721307516098022,0.20536786317825317
1775043849.5399358,1775043849.539936.jpg,0.23737399280071259,0.2052069455385208
1775043849.6930463,1775043849.693046.jpg,0.24734662473201752,0.19523431360721588
1775043849.6732247,1775043849.673225.jpg,0.24766482412815094,0.19491611421108246
1775043849.6139686,1775043849.613969.jpg,0.24875298142433167,0.19382795691490173
1775043849.7985532,1775043849.798553.jpg,0.25018370151519775,0.19239725172519684
1775043849.8338606,1775043849.833861.jpg,0.2508866786956787,0.1916942596435547
1775043849.8933702,1775043849.893370.jpg,0.2514864504337311,0.19109448790550232
1775043849.9750066,1775043849.975007.jpg,0.25373896956443787,0.18884195387363434
1775043849.9879148,1775043849.987915.jpg,0.254342257976532,0.18823868036270142
1775043850.05576,1775043850.055760.jpg,0.2548104226589203,0.1877705156803131
1775043850.0721111,1775043850.072111.jpg,0.2556254267692566,0.1869555115699768
1775043850.1214385,1775043850.121439.jpg,0.25849348306655884,0.18408747017383575
1775043850.1547067,1775043850.154707.jpg,0.25916245579719543,0.18341846764087677
1775043850.2031093,1775043850.203109.jpg,0.2609391510486603,0.18164178729057312
1775043850.2601388,1775043850.260139.jpg,0.24878503382205963,0.19379590451717377
1775043850.25281,1775043850.252810.jpg,0.23003488779067993,0.21254606544971466
1775043850.27231,1775043850.272310.jpg,0.17772743105888367,0.26485350728034973
1775043850.925661,1775043850.925661.jpg,0.2087612748146057,0.23381966352462769
1775043850.9474823,1775043850.947482.jpg,0.20894667506217957,0.23363426327705383
1775043851.0222356,1775043851.022236.jpg,0.2092839479446411,0.23329699039459229
1775043851.0418034,1775043851.041803.jpg,0.21032054722309113,0.23226039111614227
1775043850.9842286,1775043850.984229.jpg,0.19103246927261353,0.2515484690666199
1775043851.0933266,1775043851.093327.jpg,0.1843567043542862,0.2582242488861084
1775043851.1185513,1775043851.118551.jpg,0.21943795680999756,0.22314299643039703
1775043851.1421728,1775043851.142173.jpg,0.1556846648454666,0.286896288394928
1775043851.1709685,1775043851.170969.jpg,0.16280090808868408,0.2797800302505493
1775043851.4880667,1775043851.488067.jpg,0.297577440738678,0.14500348269939423
1775043851.5943334,1775043851.594333.jpg,0.3199599087238312,0.12262102216482162
1775043851.6364813,1775043851.636481.jpg,0.3196328282356262,0.12294811755418777
1775043851.6530318,1775043851.653032.jpg,0.318962037563324,0.12361890077590942
1775043851.6784503,1775043851.678450.jpg,0.1467505246400833,0.2958304286003113
